id,date,warehouse_id,item_id,stock_in,stock_out,closing_stock,is_anomaly,anomaly_type,entry_source,entered_by
4491,2026-07-21,WH-CHN-01,ITM-RAM-01,0,7,94,0,none,simulated,system_sim
4492,2026-07-21,WH-CHN-01,ITM-SSD-01,0,2,83,0,none,simulated,system_sim
4493,2026-07-21,WH-CHN-01,ITM-HDD-01,0,1,47,0,none,simulated,system_sim
4494,2026-07-21,WH-CHN-01,ITM-CHG-01,0,1,103,0,none,simulated,system_sim
4495,2026-07-21,WH-CHN-01,ITM-CBL-01,0,6,250,0,none,simulated,system_sim
4496,2026-07-21,WH-BOM-01,ITM-CPU-01,0,2,29,0,none,simulated,system_sim
4497,2026-07-21,WH-BOM-01,ITM-GPU-01,0,0,26,0,none,simulated,system_sim
4498,2026-07-21,WH-BOM-01,ITM-RAM-01,0,7,34,0,none,simulated,system_sim
4499,2026-07-21,WH-BOM-01,ITM-SSD-01,0,0,79,0,none,simulated,system_sim
4500,2026-07-21,WH-BOM-01,ITM-HDD-01,0,0,47,0,none,simulated,system_sim
4501,2026-07-21,WH-BOM-01,ITM-CHG-01,0,4,108,0,none,simulated,system_sim
4502,2026-07-21,WH-BOM-01,ITM-CBL-01,0,2,252,0,none,simulated,system_sim
4503,2026-07-21,WH-DEL-01,ITM-CPU-01,0,1,34,0,none,simulated,system_sim
4504,2026-07-21,WH-DEL-01,ITM-GPU-01,0,0,21,0,none,simulated,system_sim
4505,2026-07-21,WH-DEL-01,ITM-RAM-01,0,1,106,0,none,simulated,system_sim
4506,2026-07-21,WH-DEL-01,ITM-SSD-01,0,1,77,0,none,simulated,system_sim
4507,2026-07-21,WH-DEL-01,ITM-HDD-01,0,0,49,0,none,simulated,system_sim
4508,2026-07-21,WH-DEL-01,ITM-CHG-01,0,6,101,0,none,simulated,system_sim
4509,2026-07-21,WH-DEL-01,ITM-CBL-01,0,5,256,0,none,simulated,system_sim
4510,2026-07-21,WH-CCU-01,ITM-CPU-01,0,0,40,0,none,simulated,system_sim
4511,2026-07-21,WH-CCU-01,ITM-GPU-01,0,0,21,0,none,simulated,system_sim
4512,2026-07-21,WH-CCU-01,ITM-RAM-01,0,6,99,0,none,simulated,system_sim
4513,2026-07-21,WH-CCU-01,ITM-SSD-01,0,2,75,0,none,simulated,system_sim
4514,2026-07-21,WH-CCU-01,ITM-HDD-01,0,2,50,0,none,simulated,system_sim
4515,2026-07-21,WH-CCU-01,ITM-CHG-01,0,2,103,0,none,simulated,system_sim
4516,2026-07-21,WH-CCU-01,ITM-CBL-01,0,1,262,0,none,simulated,system_sim
4517,2026-07-22,WH-BLR-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4518,2026-07-22,WH-BLR-01,ITM-GPU-01,0,0,23,0,none,simulated,system_sim
4519,2026-07-22,WH-BLR-01,ITM-RAM-01,0,7,68,0,none,simulated,system_sim
4520,2026-07-22,WH-BLR-01,ITM-SSD-01,0,0,77,0,none,simulated,system_sim
4521,2026-07-22,WH-BLR-01,ITM-HDD-01,0,1,55,0,none,simulated,system_sim
4522,2026-07-22,WH-BLR-01,ITM-CHG-01,0,2,97,0,none,simulated,system_sim
4523,2026-07-22,WH-BLR-01,ITM-CBL-01,0,3,252,0,none,simulated,system_sim
4524,2026-07-22,WH-CHN-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4525,2026-07-22,WH-CHN-01,ITM-GPU-01,0,0,25,0,none,simulated,system_sim
4526,2026-07-22,WH-CHN-01,ITM-RAM-01,0,1,93,0,none,simulated,system_sim
4527,2026-07-22,WH-CHN-01,ITM-SSD-01,0,3,80,0,none,simulated,system_sim
4528,2026-07-22,WH-CHN-01,ITM-HDD-01,0,0,47,0,none,simulated,system_sim
4529,2026-07-22,WH-CHN-01,ITM-CHG-01,0,2,101,0,none,simulated,system_sim
4530,2026-07-22,WH-CHN-01,ITM-CBL-01,0,2,248,0,none,simulated,system_sim
4531,2026-07-22,WH-BOM-01,ITM-CPU-01,0,2,27,0,none,simulated,system_sim
4532,2026-07-22,WH-BOM-01,ITM-GPU-01,0,0,26,0,none,simulated,system_sim
4533,2026-07-22,WH-BOM-01,ITM-RAM-01,75,10,99,0,none,simulated,system_sim
4534,2026-07-22,WH-BOM-01,ITM-SSD-01,0,2,77,0,none,simulated,system_sim
4535,2026-07-22,WH-BOM-01,ITM-HDD-01,0,0,47,0,none,simulated,system_sim
4536,2026-07-22,WH-BOM-01,ITM-CHG-01,0,8,100,0,none,simulated,system_sim
4537,2026-07-22,WH-BOM-01,ITM-CBL-01,0,10,242,0,none,simulated,system_sim
4538,2026-07-22,WH-DEL-01,ITM-CPU-01,0,1,33,0,none,simulated,system_sim
4539,2026-07-22,WH-DEL-01,ITM-GPU-01,0,1,20,0,none,simulated,system_sim
4540,2026-07-22,WH-DEL-01,ITM-RAM-01,0,4,102,0,none,simulated,system_sim
4541,2026-07-22,WH-DEL-01,ITM-SSD-01,0,0,77,0,none,simulated,system_sim
4542,2026-07-22,WH-DEL-01,ITM-HDD-01,0,0,49,0,none,simulated,system_sim
4543,2026-07-22,WH-DEL-01,ITM-CHG-01,0,8,93,0,none,simulated,system_sim
4544,2026-07-22,WH-DEL-01,ITM-CBL-01,0,1,255,0,none,simulated,system_sim
4545,2026-07-22,WH-CCU-01,ITM-CPU-01,0,2,38,0,none,simulated,system_sim
4546,2026-07-22,WH-CCU-01,ITM-GPU-01,0,0,21,0,none,simulated,system_sim
4547,2026-07-22,WH-CCU-01,ITM-RAM-01,0,2,97,0,none,simulated,system_sim
4548,2026-07-22,WH-CCU-01,ITM-SSD-01,0,1,74,0,none,simulated,system_sim
4549,2026-07-22,WH-CCU-01,ITM-HDD-01,0,3,47,0,none,simulated,system_sim
4550,2026-07-22,WH-CCU-01,ITM-CHG-01,0,1,102,0,none,simulated,system_sim
4551,2026-07-22,WH-CCU-01,ITM-CBL-01,0,9,253,0,none,simulated,system_sim
4552,2026-07-23,WH-BLR-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4553,2026-07-23,WH-BLR-01,ITM-GPU-01,0,1,22,0,none,simulated,system_sim
4554,2026-07-23,WH-BLR-01,ITM-RAM-01,0,2,66,0,none,simulated,system_sim
4555,2026-07-23,WH-BLR-01,ITM-SSD-01,0,0,77,0,none,simulated,system_sim
4556,2026-07-23,WH-BLR-01,ITM-HDD-01,0,2,53,0,none,simulated,system_sim
4557,2026-07-23,WH-BLR-01,ITM-CHG-01,0,2,95,0,none,simulated,system_sim
4558,2026-07-23,WH-BLR-01,ITM-CBL-01,0,10,242,0,none,simulated,system_sim
4559,2026-07-23,WH-CHN-01,ITM-CPU-01,0,0,35,0,none,simulated,system_sim
4560,2026-07-23,WH-CHN-01,ITM-GPU-01,0,2,23,0,none,simulated,system_sim
4561,2026-07-23,WH-CHN-01,ITM-RAM-01,0,4,89,0,none,simulated,system_sim
4562,2026-07-23,WH-CHN-01,ITM-SSD-01,0,0,80,0,none,simulated,system_sim
4563,2026-07-23,WH-CHN-01,ITM-HDD-01,0,1,46,0,none,simulated,system_sim
4564,2026-07-23,WH-CHN-01,ITM-CHG-01,0,7,94,0,none,simulated,system_sim
4565,2026-07-23,WH-CHN-01,ITM-CBL-01,0,7,241,0,none,simulated,system_sim
4566,2026-07-23,WH-BOM-01,ITM-CPU-01,0,0,27,0,none,simulated,system_sim
4567,2026-07-23,WH-BOM-01,ITM-GPU-01,0,0,26,0,none,simulated,system_sim
4568,2026-07-23,WH-BOM-01,ITM-RAM-01,0,10,89,0,none,simulated,system_sim
4569,2026-07-23,WH-BOM-01,ITM-SSD-01,0,1,76,0,none,simulated,system_sim
4570,2026-07-23,WH-BOM-01,ITM-HDD-01,0,2,45,0,none,simulated,system_sim
4571,2026-07-23,WH-BOM-01,ITM-CHG-01,0,9,91,0,none,simulated,system_sim
4572,2026-07-23,WH-BOM-01,ITM-CBL-01,0,1,241,0,none,simulated,system_sim
4573,2026-07-23,WH-DEL-01,ITM-CPU-01,0,1,32,0,none,simulated,system_sim
4574,2026-07-23,WH-DEL-01,ITM-GPU-01,0,0,20,0,none,simulated,system_sim
4575,2026-07-23,WH-DEL-01,ITM-RAM-01,0,1,101,0,none,simulated,system_sim
4576,2026-07-23,WH-DEL-01,ITM-SSD-01,0,1,76,0,none,simulated,system_sim
4577,2026-07-23,WH-DEL-01,ITM-HDD-01,0,2,47,0,none,simulated,system_sim
4578,2026-07-23,WH-DEL-01,ITM-CHG-01,0,10,83,0,none,simulated,system_sim
4579,2026-07-23,WH-DEL-01,ITM-CBL-01,0,7,248,0,none,simulated,system_sim
4580,2026-07-23,WH-CCU-01,ITM-CPU-01,0,0,38,0,none,simulated,system_sim
4581,2026-07-23,WH-CCU-01,ITM-GPU-01,0,2,19,0,none,simulated,system_sim
4582,2026-07-23,WH-CCU-01,ITM-RAM-01,0,7,90,0,none,simulated,system_sim
4583,2026-07-23,WH-CCU-01,ITM-SSD-01,0,3,71,0,none,simulated,system_sim
4584,2026-07-23,WH-CCU-01,ITM-HDD-01,0,1,46,0,none,simulated,system_sim
4585,2026-07-23,WH-CCU-01,ITM-CHG-01,0,2,100,0,none,simulated,system_sim
4586,2026-07-23,WH-CCU-01,ITM-CBL-01,0,2,251,0,none,simulated,system_sim
4587,2026-07-24,WH-BLR-01,ITM-CPU-01,0,2,33,0,none,simulated,system_sim
4588,2026-07-24,WH-BLR-01,ITM-GPU-01,0,0,22,0,none,simulated,system_sim
4589,2026-07-24,WH-BLR-01,ITM-RAM-01,0,2,64,0,none,simulated,system_sim
4590,2026-07-24,WH-BLR-01,ITM-SSD-01,0,1,76,0,none,simulated,system_sim
4591,2026-07-24,WH-BLR-01,ITM-HDD-01,0,1,52,0,none,simulated,system_sim
4592,2026-07-24,WH-BLR-01,ITM-CHG-01,0,10,85,0,none,simulated,system_sim
4593,2026-07-24,WH-BLR-01,ITM-CBL-01,0,7,235,0,none,simulated,system_sim
4594,2026-07-24,WH-CHN-01,ITM-CPU-01,0,3,32,0,none,simulated,system_sim
4595,2026-07-24,WH-CHN-01,ITM-GPU-01,0,1,22,0,none,simulated,system_sim
4596,2026-07-24,WH-CHN-01,ITM-RAM-01,0,2,87,0,none,simulated,system_sim
4597,2026-07-24,WH-CHN-01,ITM-SSD-01,0,0,80,0,none,simulated,system_sim
4598,2026-07-24,WH-CHN-01,ITM-HDD-01,0,0,46,0,none,simulated,system_sim
4599,2026-07-24,WH-CHN-01,ITM-CHG-01,0,9,85,0,none,simulated,system_sim
4600,2026-07-24,WH-CHN-01,ITM-CBL-01,0,7,234,0,none,simulated,system_sim
4601,2026-07-24,WH-BOM-01,ITM-CPU-01,0,0,27,0,none,simulated,system_sim
4602,2026-07-24,WH-BOM-01,ITM-GPU-01,0,0,26,0,none,simulated,system_sim
4603,2026-07-24,WH-BOM-01,ITM-RAM-01,0,4,85,0,none,simulated,system_sim
4604,2026-07-24,WH-BOM-01,ITM-SSD-01,0,0,76,0,none,simulated,system_sim
4605,2026-07-24,WH-BOM-01,ITM-HDD-01,0,2,43,0,none,simulated,system_sim
4606,2026-07-24,WH-BOM-01,ITM-CHG-01,0,5,86,0,none,simulated,system_sim
4607,2026-07-24,WH-BOM-01,ITM-CBL-01,0,5,236,0,none,simulated,system_sim
4608,2026-07-24,WH-DEL-01,ITM-CPU-01,0,2,30,0,none,simulated,system_sim
4609,2026-07-24,WH-DEL-01,ITM-GPU-01,0,0,20,0,none,simulated,system_sim
4610,2026-07-24,WH-DEL-01,ITM-RAM-01,0,6,95,0,none,simulated,system_sim
4611,2026-07-24,WH-DEL-01,ITM-SSD-01,0,1,75,0,none,simulated,system_sim
4612,2026-07-24,WH-DEL-01,ITM-HDD-01,0,3,44,0,none,simulated,system_sim
4613,2026-07-24,WH-DEL-01,ITM-CHG-01,0,3,80,0,none,simulated,system_sim
4614,2026-07-24,WH-DEL-01,ITM-CBL-01,0,8,240,0,none,simulated,system_sim
4615,2026-07-24,WH-CCU-01,ITM-CPU-01,0,0,38,0,none,simulated,system_sim
4616,2026-07-24,WH-CCU-01,ITM-GPU-01,0,2,17,0,none,simulated,system_sim
4617,2026-07-24,WH-CCU-01,ITM-RAM-01,0,1,89,0,none,simulated,system_sim
4618,2026-07-24,WH-CCU-01,ITM-SSD-01,0,0,71,0,none,simulated,system_sim
4619,2026-07-24,WH-CCU-01,ITM-HDD-01,0,0,46,0,none,simulated,system_sim
4620,2026-07-24,WH-CCU-01,ITM-CHG-01,0,7,93,0,none,simulated,system_sim
4621,2026-07-24,WH-CCU-01,ITM-CBL-01,0,9,242,0,none,simulated,system_sim
4622,2026-07-25,WH-BLR-01,ITM-CPU-01,0,1,32,0,none,simulated,system_sim
4623,2026-07-25,WH-BLR-01,ITM-GPU-01,0,1,21,0,none,simulated,system_sim
4624,2026-07-25,WH-BLR-01,ITM-RAM-01,0,1,63,0,none,simulated,system_sim
4625,2026-07-25,WH-BLR-01,ITM-SSD-01,0,2,74,0,none,simulated,system_sim
4626,2026-07-25,WH-BLR-01,ITM-HDD-01,0,3,49,0,none,simulated,system_sim
4627,2026-07-25,WH-BLR-01,ITM-CHG-01,0,3,82,0,none,simulated,system_sim
4628,2026-07-25,WH-BLR-01,ITM-CBL-01,0,8,227,0,none,simulated,system_sim
4629,2026-07-25,WH-CHN-01,ITM-CPU-01,0,0,17,1,shrinkage,simulated,system_sim
4630,2026-07-25,WH-CHN-01,ITM-GPU-01,0,0,22,0,none,simulated,system_sim
4631,2026-07-25,WH-CHN-01,ITM-RAM-01,0,6,81,0,none,simulated,system_sim
4632,2026-07-25,WH-CHN-01,ITM-SSD-01,0,2,78,0,none,simulated,system_sim
4633,2026-07-25,WH-CHN-01,ITM-HDD-01,0,1,45,0,none,simulated,system_sim
4634,2026-07-25,WH-CHN-01,ITM-CHG-01,0,8,77,0,none,simulated,system_sim
4635,2026-07-25,WH-CHN-01,ITM-CBL-01,0,7,227,0,none,simulated,system_sim
4636,2026-07-25,WH-BOM-01,ITM-CPU-01,0,2,25,0,none,simulated,system_sim
4637,2026-07-25,WH-BOM-01,ITM-GPU-01,0,0,26,0,none,simulated,system_sim
4638,2026-07-25,WH-BOM-01,ITM-RAM-01,0,1,84,0,none,simulated,system_sim
4639,2026-07-25,WH-BOM-01,ITM-SSD-01,0,0,76,0,none,simulated,system_sim
4640,2026-07-25,WH-BOM-01,ITM-HDD-01,0,3,40,0,none,simulated,system_sim
4641,2026-07-25,WH-BOM-01,ITM-CHG-01,0,7,79,0,none,simulated,system_sim
4642,2026-07-25,WH-BOM-01,ITM-CBL-01,0,9,227,0,none,simulated,system_sim
4643,2026-07-25,WH-DEL-01,ITM-CPU-01,0,0,30,0,none,simulated,system_sim
4644,2026-07-25,WH-DEL-01,ITM-GPU-01,0,0,20,0,none,simulated,system_sim
4645,2026-07-25,WH-DEL-01,ITM-RAM-01,0,3,92,0,none,simulated,system_sim
4646,2026-07-25,WH-DEL-01,ITM-SSD-01,0,1,74,0,none,simulated,system_sim
4647,2026-07-25,WH-DEL-01,ITM-HDD-01,0,1,43,0,none,simulated,system_sim
4648,2026-07-25,WH-DEL-01,ITM-CHG-01,0,5,75,0,none,simulated,system_sim
4649,2026-07-25,WH-DEL-01,ITM-CBL-01,0,10,230,0,none,simulated,system_sim
4650,2026-07-25,WH-CCU-01,ITM-CPU-01,0,2,36,0,none,simulated,system_sim
4651,2026-07-25,WH-CCU-01,ITM-GPU-01,0,1,16,0,none,simulated,system_sim
4652,2026-07-25,WH-CCU-01,ITM-RAM-01,0,7,82,0,none,simulated,system_sim
4653,2026-07-25,WH-CCU-01,ITM-SSD-01,0,1,70,0,none,simulated,system_sim
4654,2026-07-25,WH-CCU-01,ITM-HDD-01,0,3,43,0,none,simulated,system_sim
4655,2026-07-25,WH-CCU-01,ITM-CHG-01,0,4,89,0,none,simulated,system_sim
4656,2026-07-25,WH-CCU-01,ITM-CBL-01,0,2,240,0,none,simulated,system_sim
4657,2026-07-26,WH-BLR-01,ITM-CPU-01,0,1,31,0,none,simulated,system_sim
4658,2026-07-26,WH-BLR-01,ITM-GPU-01,0,2,19,0,none,simulated,system_sim
4659,2026-07-26,WH-BLR-01,ITM-RAM-01,0,2,61,0,none,simulated,system_sim
4660,2026-07-26,WH-BLR-01,ITM-SSD-01,0,2,72,0,none,simulated,system_sim
4661,2026-07-26,WH-BLR-01,ITM-HDD-01,0,3,46,0,none,simulated,system_sim
4662,2026-07-26,WH-BLR-01,ITM-CHG-01,0,5,77,0,none,simulated,system_sim
4663,2026-07-26,WH-BLR-01,ITM-CBL-01,0,2,225,0,none,simulated,system_sim
4664,2026-07-26,WH-CHN-01,ITM-CPU-01,45,1,61,0,none,simulated,system_sim
4665,2026-07-26,WH-CHN-01,ITM-GPU-01,0,2,20,0,none,simulated,system_sim
4666,2026-07-26,WH-CHN-01,ITM-RAM-01,0,5,76,0,none,simulated,system_sim
4667,2026-07-26,WH-CHN-01,ITM-SSD-01,0,3,75,0,none,simulated,system_sim
4668,2026-07-26,WH-CHN-01,ITM-HDD-01,0,0,45,0,none,simulated,system_sim
4669,2026-07-26,WH-CHN-01,ITM-CHG-01,0,2,75,0,none,simulated,system_sim
4670,2026-07-26,WH-CHN-01,ITM-CBL-01,0,4,223,0,none,simulated,system_sim
4671,2026-07-26,WH-BOM-01,ITM-CPU-01,0,2,23,0,none,simulated,system_sim
4672,2026-07-26,WH-BOM-01,ITM-GPU-01,0,0,26,0,none,simulated,system_sim
4673,2026-07-26,WH-BOM-01,ITM-RAM-01,0,7,77,0,none,simulated,system_sim
4674,2026-07-26,WH-BOM-01,ITM-SSD-01,0,3,73,0,none,simulated,system_sim
4675,2026-07-26,WH-BOM-01,ITM-HDD-01,0,0,40,0,none,simulated,system_sim
4676,2026-07-26,WH-BOM-01,ITM-CHG-01,0,1,78,0,none,simulated,system_sim
4677,2026-07-26,WH-BOM-01,ITM-CBL-01,0,5,222,0,none,simulated,system_sim
4678,2026-07-26,WH-DEL-01,ITM-CPU-01,0,0,30,0,none,simulated,system_sim
4679,2026-07-26,WH-DEL-01,ITM-GPU-01,0,2,18,0,none,simulated,system_sim
4680,2026-07-26,WH-DEL-01,ITM-RAM-01,0,7,85,0,none,simulated,system_sim
4681,2026-07-26,WH-DEL-01,ITM-SSD-01,0,0,74,0,none,simulated,system_sim
4682,2026-07-26,WH-DEL-01,ITM-HDD-01,0,1,42,0,none,simulated,system_sim
4683,2026-07-26,WH-DEL-01,ITM-CHG-01,0,8,67,0,none,simulated,system_sim
4684,2026-07-26,WH-DEL-01,ITM-CBL-01,0,4,226,0,none,simulated,system_sim
4685,2026-07-26,WH-CCU-01,ITM-CPU-01,0,3,33,0,none,simulated,system_sim
4686,2026-07-26,WH-CCU-01,ITM-GPU-01,0,0,16,0,none,simulated,system_sim
4687,2026-07-26,WH-CCU-01,ITM-RAM-01,0,10,72,0,none,simulated,system_sim
4688,2026-07-26,WH-CCU-01,ITM-SSD-01,0,0,70,0,none,simulated,system_sim
4689,2026-07-26,WH-CCU-01,ITM-HDD-01,0,3,40,0,none,simulated,system_sim
4690,2026-07-26,WH-CCU-01,ITM-CHG-01,0,5,84,0,none,simulated,system_sim
4691,2026-07-26,WH-CCU-01,ITM-CBL-01,0,9,231,0,none,simulated,system_sim
4692,2026-07-27,WH-BLR-01,ITM-CPU-01,0,0,31,0,none,simulated,system_sim
4693,2026-07-27,WH-BLR-01,ITM-GPU-01,0,0,19,0,none,simulated,system_sim
4694,2026-07-27,WH-BLR-01,ITM-RAM-01,0,8,53,0,none,simulated,system_sim
4695,2026-07-27,WH-BLR-01,ITM-SSD-01,0,3,69,0,none,simulated,system_sim
4696,2026-07-27,WH-BLR-01,ITM-HDD-01,0,0,46,0,none,simulated,system_sim
4697,2026-07-27,WH-BLR-01,ITM-CHG-01,0,1,76,0,none,simulated,system_sim
4698,2026-07-27,WH-BLR-01,ITM-CBL-01,0,4,221,0,none,simulated,system_sim
4699,2026-07-27,WH-CHN-01,ITM-CPU-01,0,0,61,0,none,simulated,system_sim
4700,2026-07-27,WH-CHN-01,ITM-GPU-01,0,0,20,0,none,simulated,system_sim
4701,2026-07-27,WH-CHN-01,ITM-RAM-01,0,1,75,0,none,simulated,system_sim
4702,2026-07-27,WH-CHN-01,ITM-SSD-01,0,0,75,0,none,simulated,system_sim
4703,2026-07-27,WH-CHN-01,ITM-HDD-01,0,1,44,0,none,simulated,system_sim
4704,2026-07-27,WH-CHN-01,ITM-CHG-01,0,2,73,0,none,simulated,system_sim
4705,2026-07-27,WH-CHN-01,ITM-CBL-01,0,1,222,0,none,simulated,system_sim
4706,2026-07-27,WH-BOM-01,ITM-CPU-01,0,1,22,0,none,simulated,system_sim
4707,2026-07-27,WH-BOM-01,ITM-GPU-01,0,0,26,0,none,simulated,system_sim
4708,2026-07-27,WH-BOM-01,ITM-RAM-01,0,2,75,0,none,simulated,system_sim
4709,2026-07-27,WH-BOM-01,ITM-SSD-01,0,1,72,0,none,simulated,system_sim
4710,2026-07-27,WH-BOM-01,ITM-HDD-01,0,0,40,0,none,simulated,system_sim
4711,2026-07-27,WH-BOM-01,ITM-CHG-01,0,2,76,0,none,simulated,system_sim
4712,2026-07-27,WH-BOM-01,ITM-CBL-01,0,5,217,0,none,simulated,system_sim
4713,2026-07-27,WH-DEL-01,ITM-CPU-01,0,1,29,0,none,simulated,system_sim
4714,2026-07-27,WH-DEL-01,ITM-GPU-01,0,0,18,0,none,simulated,system_sim
4715,2026-07-27,WH-DEL-01,ITM-RAM-01,0,4,81,0,none,simulated,system_sim
4716,2026-07-27,WH-DEL-01,ITM-SSD-01,0,0,74,0,none,simulated,system_sim
4717,2026-07-27,WH-DEL-01,ITM-HDD-01,0,1,41,0,none,simulated,system_sim
4718,2026-07-27,WH-DEL-01,ITM-CHG-01,150,3,214,0,none,simulated,system_sim
4719,2026-07-27,WH-DEL-01,ITM-CBL-01,0,1,225,0,none,simulated,system_sim
4720,2026-07-27,WH-CCU-01,ITM-CPU-01,0,3,30,0,none,simulated,system_sim
4721,2026-07-27,WH-CCU-01,ITM-GPU-01,0,0,16,0,none,simulated,system_sim
4722,2026-07-27,WH-CCU-01,ITM-RAM-01,0,1,71,0,none,simulated,system_sim
4723,2026-07-27,WH-CCU-01,ITM-SSD-01,0,1,69,0,none,simulated,system_sim
4724,2026-07-27,WH-CCU-01,ITM-HDD-01,0,0,40,0,none,simulated,system_sim
4725,2026-07-27,WH-CCU-01,ITM-CHG-01,0,9,75,0,none,simulated,system_sim
4726,2026-07-27,WH-CCU-01,ITM-CBL-01,0,10,221,0,none,simulated,system_sim
4727,2026-07-28,WH-BLR-01,ITM-CPU-01,0,1,30,0,none,simulated,system_sim
4728,2026-07-28,WH-BLR-01,ITM-GPU-01,0,0,19,0,none,simulated,system_sim
4729,2026-07-28,WH-BLR-01,ITM-RAM-01,0,10,43,0,none,simulated,system_sim
4730,2026-07-28,WH-BLR-01,ITM-SSD-01,0,0,69,0,none,simulated,system_sim
4731,2026-07-28,WH-BLR-01,ITM-HDD-01,0,1,45,0,none,simulated,system_sim
4732,2026-07-28,WH-BLR-01,ITM-CHG-01,0,6,70,0,none,simulated,system_sim
4733,2026-07-28,WH-BLR-01,ITM-CBL-01,0,2,219,0,none,simulated,system_sim
4734,2026-07-28,WH-CHN-01,ITM-CPU-01,0,1,60,0,none,simulated,system_sim
4735,2026-07-28,WH-CHN-01,ITM-GPU-01,0,0,20,0,none,simulated,system_sim
4736,2026-07-28,WH-CHN-01,ITM-RAM-01,0,5,70,0,none,simulated,system_sim
4737,2026-07-28,WH-CHN-01,ITM-SSD-01,0,0,75,0,none,simulated,system_sim
4738,2026-07-28,WH-CHN-01,ITM-HDD-01,0,2,42,0,none,simulated,system_sim
4739,2026-07-28,WH-CHN-01,ITM-CHG-01,150,8,215,0,none,simulated,system_sim
4740,2026-07-28,WH-CHN-01,ITM-CBL-01,0,1,221,0,none,simulated,system_sim
4741,2026-07-28,WH-BOM-01,ITM-CPU-01,45,2,65,0,none,simulated,system_sim
4742,2026-07-28,WH-BOM-01,ITM-GPU-01,0,0,26,0,none,simulated,system_sim
4743,2026-07-28,WH-BOM-01,ITM-RAM-01,0,9,66,0,none,simulated,system_sim
4744,2026-07-28,WH-BOM-01,ITM-SSD-01,0,2,70,0,none,simulated,system_sim
4745,2026-07-28,WH-BOM-01,ITM-HDD-01,0,0,40,0,none,simulated,system_sim
4746,2026-07-28,WH-BOM-01,ITM-CHG-01,0,9,67,0,none,simulated,system_sim
4747,2026-07-28,WH-BOM-01,ITM-CBL-01,0,5,212,0,none,simulated,system_sim
4748,2026-07-28,WH-DEL-01,ITM-CPU-01,0,0,29,0,none,simulated,system_sim
4749,2026-07-28,WH-DEL-01,ITM-GPU-01,0,2,16,0,none,simulated,system_sim
4750,2026-07-28,WH-DEL-01,ITM-RAM-01,0,9,72,0,none,simulated,system_sim
4751,2026-07-28,WH-DEL-01,ITM-SSD-01,0,0,74,0,none,simulated,system_sim
4752,2026-07-28,WH-DEL-01,ITM-HDD-01,0,0,41,0,none,simulated,system_sim
4753,2026-07-28,WH-DEL-01,ITM-CHG-01,0,5,209,0,none,simulated,system_sim
4754,2026-07-28,WH-DEL-01,ITM-CBL-01,0,9,216,0,none,simulated,system_sim
4755,2026-07-28,WH-CCU-01,ITM-CPU-01,0,0,30,0,none,simulated,system_sim
4756,2026-07-28,WH-CCU-01,ITM-GPU-01,0,0,16,0,none,simulated,system_sim
4757,2026-07-28,WH-CCU-01,ITM-RAM-01,0,6,65,0,none,simulated,system_sim
4758,2026-07-28,WH-CCU-01,ITM-SSD-01,0,0,69,0,none,simulated,system_sim
4759,2026-07-28,WH-CCU-01,ITM-HDD-01,0,2,38,0,none,simulated,system_sim
4760,2026-07-28,WH-CCU-01,ITM-CHG-01,0,8,67,0,none,simulated,system_sim
4761,2026-07-28,WH-CCU-01,ITM-CBL-01,0,8,213,0,none,simulated,system_sim
4762,2026-07-29,WH-BLR-01,ITM-CPU-01,0,3,27,0,none,simulated,system_sim
4763,2026-07-29,WH-BLR-01,ITM-GPU-01,0,1,18,0,none,simulated,system_sim
4764,2026-07-29,WH-BLR-01,ITM-RAM-01,0,3,40,0,none,simulated,system_sim
4765,2026-07-29,WH-BLR-01,ITM-SSD-01,0,0,69,0,none,simulated,system_sim
4766,2026-07-29,WH-BLR-01,ITM-HDD-01,0,2,43,0,none,simulated,system_sim
4767,2026-07-29,WH-BLR-01,ITM-CHG-01,150,1,219,0,none,simulated,system_sim
4768,2026-07-29,WH-BLR-01,ITM-CBL-01,0,5,214,0,none,simulated,system_sim
4769,2026-07-29,WH-CHN-01,ITM-CPU-01,0,1,59,0,none,simulated,system_sim
4770,2026-07-29,WH-CHN-01,ITM-GPU-01,0,1,19,0,none,simulated,system_sim
4771,2026-07-29,WH-CHN-01,ITM-RAM-01,0,5,65,0,none,simulated,system_sim
4772,2026-07-29,WH-CHN-01,ITM-SSD-01,0,0,75,0,none,simulated,system_sim
4773,2026-07-29,WH-CHN-01,ITM-HDD-01,0,1,41,0,none,simulated,system_sim
4774,2026-07-29,WH-CHN-01,ITM-CHG-01,0,1,214,0,none,simulated,system_sim
4775,2026-07-29,WH-CHN-01,ITM-CBL-01,0,4,217,0,none,simulated,system_sim
4776,2026-07-29,WH-BOM-01,ITM-CPU-01,0,1,64,0,none,simulated,system_sim
4777,2026-07-29,WH-BOM-01,ITM-GPU-01,0,2,24,0,none,simulated,system_sim
4778,2026-07-29,WH-BOM-01,ITM-RAM-01,0,3,63,0,none,simulated,system_sim
4779,2026-07-29,WH-BOM-01,ITM-SSD-01,0,2,68,0,none,simulated,system_sim
4780,2026-07-29,WH-BOM-01,ITM-HDD-01,0,0,40,0,none,simulated,system_sim
